129.5	0.3516	+5.4	-5.3
130.0	0.3473	+5.4	-5.3
130.5	0.3430	+5.4	-5.3
131.0	0.3388	+5.4	-5.3
131.5	0.3347	+5.4	-5.3
132.0	0.3306	+5.4	-5.3
132.5	0.3266	+5.4	-5.3
133.0	0.3226	+5.4	-5.2
133.5	0.3188	+5.4	-5.2
134.0	0.3149	+5.4	-5.2
134.5	0.3112	+5.4	-5.2
135.0	0.3074	+5.4	-5.2
135.5	0.3038	+5.4	-5.2
136.0	0.3001	+5.4	-5.3
136.5	0.2966	+5.4	-5.3
137.0	0.2930	+5.4	-5.3
137.5	0.2895	+5.6	-5.4
138.0	0.2861	+5.6	-5.4
138.5	0.2827	+5.6	-5.4
139.0	0.2793	+5.6	-5.4
139.5	0.2760	+5.6	-5.4
140.0	0.2728	+5.6	-5.4
141.0	0.2664	+5.7	-5.5
142.0	0.2601	+5.7	-5.5
143.0	0.2541	+5.9	-5.7
144.0	0.2482	+5.9	-5.7
145.0	0.2424	+6.0	-5.8
146.0	0.2368	+5.9	-5.7
147.0	0.2314	+5.9	-5.6
148.0	0.2261	+5.9	-5.6
149.0	0.2209	+5.8	-5.5
150.0	0.2159	+5.7	-5.4
151.0	0.2110	+5.8	-5.4
152.0	0.2063	+5.8	-5.4
153.0	0.2016	+5.8	-5.4
154.0	0.1969	+5.8	-5.5
155.0	0.1923	+5.8	-5.5
156.0	0.1871	+6.0	-5.6
157.0	0.1821	+6.1	-5.7
158.0	0.1773	+6.1	-5.7
159.0	0.1728	+6.3	-5.8
160.0	0.1687	+6.4	-5.9
162.0	0.1634	+6.4	-6.0
164.0	0.1587	+6.5	-6.0
165.0	0.1561	+6.5	-6.1
166.0	0.1533	+6.5	-6.1
168.0	0.1471	+6.6	-6.2
170.0	0.1408	+6.6	-6.2
172.0	0.1350	+6.7	-6.2
174.0	0.1294	+6.6	-6.1
175.0	0.1266	+6.6	-6.1
176.0	0.1239	+6.5	-6.1
178.0	0.1186	+6.4	-6.0
180.0	0.1137	+6.4	-5.9
182.0	0.1095	+6.4	-5.9
184.0	0.1057	+6.4	-5.9
185.0	0.1038	+6.4	-5.9
186.0	0.1018	+6.4	-5.9
188.0	0.09798	+6.5	-6.0
190.0	0.09428	+6.5	-6.0
192.0	0.09079	+6.5	-6.0
194.0	0.08745	+6.6	-6.1
195.0	0.08584	+6.7	-6.1
196.0	0.08426	+6.7	-6.1
198.0	0.08120	+6.8	-6.2
200.0	0.07827	+6.8	-6.2
202.0	0.07545	+6.7	-6.2
204.0	0.07274	+6.7	-6.2
206.0	0.07014	+6.8	-6.3
208.0	0.06765	+6.9	-6.3
210.0	0.06526	+6.8	-6.3
212.0	0.06299	+6.8	-6.3
214.0	0.06080	+6.8	-6.3
216.0	0.05871	+6.8	-6.3
218.0	0.05670	+6.8	-6.3
220.0	0.05476	+6.8	-6.3
222.0	0.05290	+6.8	-6.4
224.0	0.05110	+6.9	-6.4
226.0	0.04937	+7.1	-6.6
228.0	0.04771	+7.2	-6.7
230.0	0.04614	+7.2	-6.8
232.0	0.04460	+7.1	-6.7
234.0	0.04311	+7.0	-6.6
236.0	0.04169	+7.0	-6.6
238.0	0.04032	+6.9	-6.5
240.0	0.03901	+6.7	-6.3
242.0	0.03775	+6.7	-6.3
244.0	0.03653	+6.6	-6.2
246.0	0.03536	+6.5	-6.2
248.0	0.03423	+6.4	-6.1
250.0	0.03314	+6.4	-6.1
252.0	0.03208	+6.5	-6.1
254.0	0.03106	+6.4	-6.1
256.0	0.03007	+6.5	-6.2
258.0	0.02912	+6.5	-6.2
260.0	0.02821	+6.5	-6.3
262.0	0.02734	+6.5	-6.2
264.0	0.02650	+6.3	-6.1
266.0	0.02569	+6.3	-6.1
268.0	0.02491	+6.2	-6.0
270.0	0.02415	+6.2	-6.0
272.0	0.02342	+6.2	-6.0
274.0	0.02272	+6.3	-6.1
276.0	0.02204	+6.5	-6.3
278.0	0.02138	+6.5	-6.4
280.0	0.02075	+6.6	-6.5
282.0	0.02014	+6.5	-6.4
284.0	0.01954	+6.4	-6.3
286.0	0.01897	+6.3	-6.2
288.0	0.01842	+6.2	-6.1
290.0	0.01788	+6.1	-6.0
295.0	0.01662	+6.3	-6.3
300.0	0.01547	+6.5	-6.4
